short_description,header_image,categories,genres
"3 centuries have passed after sleeping for one night!? On a rainy night filled with thunderstorms, a young chef Raylan encountered a mysterious girl who resembled Sleeping Beauty in a huge tree hole, but everything suddenly went black before he could find out what happened...",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1377360/header.jpg?t=1690339886,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual, Indie, RPG"
"Step into the ultimate three-way war for honor, glory, and gold! This beloved community-driven game brings together swashbuckling Pirates, battle-hardened Vikings, and chivalrous Knights in hilarious and intense class-based combat. Join the fun, embrace the chaos, and fight your way to victory!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/17570/header.jpg?t=1755116237,"Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Mods, Steam Achievements, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Includes Source SDK","Action, Indie, Free To Play"
"Thrilling arcade racing game, inspired by the super-fun-straight-to-the-point classic racing games from the 90s.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/389140/header.jpg?t=1695839746,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","Action, Casual, Indie, Racing, Sports"
"MAKE HISTORY - Win the 2017 World Championship, break every record in the fastest ever F1™ cars, and race some of the most iconic F1 cars of the last 30 years.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/515220/header.jpg?t=1647013419,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","Racing, Simulation, Sports"
"A collection of ticket redemption arcades with realistic physics, a carnival, goofy robots, open world design, a global ranking system and silly prizes. Featuring 50+ modern inspired arcade machines and a pawn shop to keep money in your pocket. The Coin Game is made by a solo developer.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/598980/40d31c07a770a6a02735f27c6af52bd11b9f24d7/header.jpg?t=1774016940,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","Adventure, Casual, Indie, Simulation"
"An epic deckbuilding RPG inspired by old-school classics like Ultima and D&amp;D, using modern gaming concepts like roguelite elements and turnbased strategic combat. Lead and nurture parties of heroes. Forge bonds and discover new skills among them. Guide them to unravel the curses laid upon the lands.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/981430/header.jpg?t=1755329217,"Single-player, Multi-player, PvP, Online PvP, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie, RPG, Strategy"
"Quilly was abducted by aliens, now, he has to fight for his freedom! Destroy cube aliens with guns, bats and inteligence... avoid traps and more. Dead Bits is a first-person shooter with original dubstep soundtrack for Windows and Mac.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/303390/header.jpg?t=1652177901,"Single-player, Steam Trading Cards, Family Sharing","Action, Casual, Indie"
Enter a world of danger and adventure with Dungeons &amp; Dragons Online® based on the beloved RPG that started it all.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/206480/adcad2b9d825ac30cde6b23134917942f05e8664/header_alt_assets_6.jpg?t=1772057218,"Multi-player, MMO, PvP, Co-op, In-App Purchases","Action, Adventure, Massively Multiplayer, RPG, Free To Play"
"Pilot a mech to hunt down and destroy the oppressive government of a cyberpunk autocracy. In this fast-paced, top-down shooter, use overwhelming firepower to destroy columns of tanks and level buildings. Unlock up to 56 unique vehicles and 40 weapons.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/274500/header.jpg?t=1769686572,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Stereo Sound, Steam Cloud, Includes level editor, Family Sharing","Action, Indie"
"Everyone’s favorite laid-back dungeon crawler returns in Soda Dungeon 2. Featuring a new adventure, a whole town to upgrade, crafting, new classes, alternate dimensions, and more! It’s everything you loved about the original plus all the stuff you’ve been asking for.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/946050/header.jpg?t=1745866248,"Single-player, Steam Achievements, In-App Purchases, Color Alternatives, Custom Volume Controls, Mouse Only Option, Playable without Timed Input, Save Anytime, Touch Only Option, Steam Cloud, Remote Play on Phone, Remote Play on Tablet","Casual, Indie, RPG, Free To Play"
Devolverland Expo is a first-person 'marketing simulator' set within an abandoned convention center after the annual Devolver Digital game expo was mysteriously canceled.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1283220/header.jpg?t=1615966311,"Single-player, Steam Achievements, Partial Controller Support","Action, Adventure, Free To Play, Indie"
The Ship is a murder mystery multiplayer.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2400/header.jpg?t=1594373405,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Trading Cards, Valve Anti-Cheat enabled, Family Sharing","Action, Indie, RPG"
"In the middle of each nation's normal training routine, a Joint Military Exercise was enacted. A select few from each nation were chosen to participate in this rigorous event. But, how did this event come to be? Are there other ulterior motives at play?",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1150080/header.jpg?t=1730833361,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Action, Adventure, RPG"
"Experience incredibly atmospheric and intense medieval combat action! Go ahead and enter a new world, the award-winning world of ENCLAVE!The people of Light and Darkness are divided by a bottomless rift that split the earth many millennia ago.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/253980/header.jpg?t=1761310202,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","Action, RPG"
"In Home Behind, you take on the role of a refugee cast out from your homeland by a band of rebels. Your home and the peace you enjoyed has been destroyed, and your family has disappeared. Can you survive the struggle, famine, and sickness to make it to the safety of Europe?",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/467960/header.jpg?t=1683700362,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual, Indie, RPG, Simulation, Strategy"
"Swords &amp; Souls: Neverseen is a unique RPG where leveling up takes skill! Create, train and upgrade your character as you please, discover The Neverseen and its eccentric locals, and battle across the lands to foil an evil witch's plans!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/679900/header.jpg?t=1770459008,"Single-player, Steam Achievements, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Steam Leaderboards, Family Sharing","Action, Adventure, Indie, RPG"
"Forspoken follows the journey of Frey, a young New Yorker transported to the beautiful and cruel land of Athia. In search of a way home, Frey must use her newfound magical abilities to traverse sprawling landscapes and battle monstrous creatures.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1680880/header.jpg?t=1775104702,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, Playable without Timed Input, Save Anytime, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, Family Sharing","Action, Adventure, RPG"
BLACKSAD: Under the Skin - A dark corruption scandal in the heart of the New York City's underworld for charismatic detective John Blacksad!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1003890/1cea226b988c3d9c773e5d62084882389aef6ac7/header.jpg?t=1757945890,"Single-player, Steam Achievements, Full controller support, Family Sharing",Adventure
"Persecuted by ill fate, the elven nation land on a lost island. They'll need sharp blades as well as sharp minds to survive. An exciting hidden-object adventure game which tells the story of an ancient elven tribe forced to survive on a long-lost island.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/392950/header.jpg?t=1692601561,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud","Adventure, Casual, Free To Play"
"GUNS UP! is a free-to-play side-scrolling strategy game that pits players against each other in a battle to destroy enemy bases to increase their own army’s strength. GUNS UP! combines the fun of enemy base invasion with tower–defense, for an experience like no other!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/446150/header.jpg?t=1702557402,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Family Sharing","Action, Casual, Free To Play, Strategy"
"Discover the true power of rice in Sakuna: Of Rice and Ruin! Take on hordes of demons in side-scrolling combat to reclaim the land as Sakuna, a spoiled harvest goddess banished to a dangerous island. Then, return to your mountain village and tend a field full of glorious rice.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1356670/header.jpg?t=1751321976,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","Action, Indie"
Ride your music in more ways than ever before. Audiosurf 2 is the music game for your entire music collection. Hundreds of mods/skins on Workshop. Free demo available.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/235800/header.jpg?t=1568407090,"Single-player, Multi-player, Shared/Split Screen, Full controller support, Steam Workshop, Remote Play Together, Family Sharing",Indie
Startup Company is a business simulation sandbox game where you’re the CEO of a new company. Your job is to build your very own website and compete against the largest tech giants on the planet!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/606800/header.jpg?t=1727681373,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","Casual, Indie, Simulation, Strategy"
"Dracula, weak and yearning release from immortality, must reclaim his powers and defeat Satan. An epic fantasy adventure set in an expansive modern-day world!Awoken after centuries of slumber, weakened and yearning for release from his immortal bonds, Dracula must reclaim his powers and make a pact with Death, to defeat Satan and gain...",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/239250/header.jpg?t=1737506536,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","Action, Adventure"
"You are Wendigo. A hard-hearted contract killer tasked with annihilating a fanatical cult. With your trusted arsenal at the ready, experience what has been called &quot;The most violent game in VR&quot;. EARLY ACCESS includes RAID, ARENA and SANDBOX modes with a story campaign and much more on the way.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1032430/991f89a52e607a289b2e2c4ae2384e1bae4c3278/header.jpg?t=1769189802,"Single-player, Tracked Controller Support, VR Only, Family Sharing","Action, Early Access"
"Solve many tile sets, quests and adventures to get your prizes and collections. Help the elves to survive on the lost island.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/435030/header.jpg?t=1692605069,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud","Adventure, Casual, Free To Play"
"Embark on an unique and unforgettable journey and guide Sable through her Gliding; a rite of passage that will take her across vast deserts and mesmerizing landscapes, capped by the remains of spaceships and ancient wonders.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/757310/header.jpg?t=1776092012,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Adventure, Indie, RPG"
"Animal husbandry, crops, sales… It's up to you to manage and grow your own farm in a huge, totally new world!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/220260/header.jpg?t=1593763288,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","Casual, Simulation"
"CryoFall is a sci-fi colony simulation survival game set on a forgotten planet in a distant future. Master technology, agriculture, trading, industry, cybernetics, exploration, and more!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/829590/header.jpg?t=1770912736,"Single-player, Multi-player, MMO, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor","Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy"
Teamfight Manager is a simulation game where you are the coach of an e-sports team. You must manage players to set them up for matches. Make the best of pick &amp; ban by evaluating the characteristics of the champions/players! A smart strategy can make up for a lack of individual player skills.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1372810/header.jpg?t=1742638991,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Indie, Simulation, Sports"
"Transport passengers in the city bus simulation The Bus along 1:1 scale routes in Berlin, passing landmarks like the Victory Column, Brandenburg Gate, and Alexanderplatz. In the Scania Citywide LF and other licensed buses, sell tickets, handle traffic, and get everyone to their destination safely.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/491540/82270ee93148b8dce9104055e83bbe0256126d4d/header.jpg?t=1774530139,"Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Workshop, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Keyboard Only Option, Mouse Only Option, Playable without Timed Input, Save Anytime, Subtitle Options, Surround Sound, Steam Cloud, Includes level editor, Family Sharing",Simulation
Experience the magical universe of Rayman with legendary 2D gameplay that has captured the hearts of millions of fans!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/207490/header.jpg?t=1765229499,"Single-player, Multi-player, Shared/Split Screen, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing","Action, Adventure"
"Day of Dragons is an online creature survival game set in a large, beautiful, sandbox open world with multiple biomes and distinct creatures. Rule the world as one of several dragon species, or play as an elemental.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1088090/header.jpg?t=1770048307,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support","Indie, Massively Multiplayer, RPG, Simulation, Early Access"
"Embark on an epic 2D pirate simulator RPG adventure, where you navigate both land and sea. Upgrade your ship, recruit and level up your crew, and uncover hidden treasures as you become a legendary pirate.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/264140/header.jpg?t=1703187003,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Indie, RPG, Simulation"
"Battle other 2D stickfigures online while jumping around like a lunatic and getting blown up into smithereens. With over 70 weapons, Boring Man is the most chaotic and hilarious 2D online shooter on the internet.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/346120/header.jpg?t=1764779583,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Workshop, Includes level editor","Action, Indie, Massively Multiplayer, Free To Play"
"Discover a new breed of Action-RPG game powered by an enhanced version of the Source™ Engine by Valve. Set in the Might &amp; Magic® universe, players will experience ferocious combat in a dark and immersive fantasy environment. Swords, Stealth, Sorcery. Choose your way to kill.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2100/header.jpg?t=1765228880,"Single-player, Multi-player, Valve Anti-Cheat enabled, Family Sharing","Action, RPG"
Compete in over 500 cars on 30 world-famous tracks – now featuring the legendary Fujimi Kaido! Play the new 20th Anniversary Tour and obtain special rewards.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2440510/header.jpg?t=1747073895,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",Racing
"Tomb Raider: Underworld represents a new advancement in exploration-based gameplay. As fearless adventurer Lara Croft explore exotic locations around the world, each designed with an incredible attention to detail resulting in breathtaking high-definition visual fidelity that creates a truly believable world and delivers a new level of...",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8140/header.jpg?t=1729009496,"Single-player, Full controller support, Family Sharing","Action, Adventure"
"As a Ghost Warrior, an elite sniper in a highly trained special ops unit, your unique skills in the art of stalking, target detection, surveillance and shooting accuracy will determine mission success.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/34830/header.jpg?t=1728377870,"Single-player, Multi-player, Steam Achievements, Partial Controller Support, Family Sharing",Action
"Following the record-breaking launch of NBA 2K16, the NBA 2K franchise continues to stake its claim as the most authentic sports video game with NBA 2K17. As the franchise that “all sports video games should aspire to be” (GamesRadar), NBA 2K17 will take the game to new heights and continue to blur the lines between video game and...",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/385760/header.jpg?t=1630701765,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",Sports
"&quot;The Wind Road&quot; is an ARPG real-time combat game, constructing a martial-arts world based on the ancient Silk Road under the background of a fictional era.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1264670/header.jpg?t=1754645511,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Action, Adventure, Indie, RPG"
"The Star Wars® Saga continues with Star Wars®: The Force Unleashed™ II, the highly anticipated sequel to the fastest-selling Star Wars game ever created.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/32500/header.jpg?t=1741729220,"Single-player, Partial Controller Support, Steam Cloud, Family Sharing",Action
"A brain-racking game about bathroom breaks, screwdrivers and nuclear explosions.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/354240/header.jpg?t=1688662321,"Single-player, Steam Achievements, Steam Trading Cards, Commentary available, Family Sharing","Casual, Indie"
This is a story of disease and suffering; of medication and adverse effects; of thoracotomy scars and cellular poisons; of the living who cannot help but to die and of the dying who cannot help but to live; of a resting place other than &quot;on 7F&quot; or &quot;at home&quot;.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/264380/header.jpg?t=1726604657,"Single-player, Steam Achievements",Indie
"Enjoy meditative vibes in Jusant, an action-puzzle climbing game. Scale an immeasurably tall tower and ascend to new heights alongside your watery companion. Master your climbing tools, find your way up through diverse biomes, and piece together the tower’s past.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1977170/header.jpg?t=1771331092,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Action, Adventure, Indie"
"Meet Yoku, the pint-sized postman protagonist of Yoku's Island Express! Use a unique blend of pinball mechanics, platforming and open world exploration to unlock the secrets of Mokumana Island, help the locals, awaken ancient deities and much more in this amazing new tropical adventure!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/334940/header.jpg?t=1763040310,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Adventure, Indie"
"Greetings Enforcer, and thank you for enlisting in the Hypnospace Patrol Department! As the world falls into its slumber, Hypnospace becomes a bustling global village. These virtual streets aren't going to police themselves!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/844590/header.jpg?t=1755257643,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",Simulation
"Transform the world of Hob! A new action-adventure from Runic Games, the award-winning studio behind Torchlight I and II. It's your chance. Make it home.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/404680/header.jpg?t=1729011187,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","Action, Adventure, Indie"
"CONNECT MORE THAN CITIES! Set off with your friends and family to re(discover) Ticket to Ride: Classic Edition, the classic boardgame. In this railway adventure, you’ll need to be the quickest to link up your cities and reach your destinations.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/108200/header.jpg?t=1696352833,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","Casual, Indie, Strategy"
"Figment is an action-adventure game that invites you to explore a unique surreal universe filled with music, humor and multi layered narrative. Join Dusty and his ever-optimistic friend, Piper, on an adventure through the different sides of the mind seeking to restore the courage that's been lost.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/493540/header.jpg?t=1729500541,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Action, Adventure, Casual, Indie"
"Burnout Paradise Remastered provides the ultimate driving playground for you and your friends to play online. This remaster includes all add-ons from the Year of Paradise, including the Big Surf Island update, meticulously recreated and ready to wreck in 4K.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1238080/header.jpg?t=1625518920,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards","Action, Adventure, Racing"
"A land of discovery stretches out before you. Explore the beautiful, rugged world of RiME. Armed with your wits and a will to overcome—and the guidance of a helpful fox—you must explore the enigmatic island, reach the tower's peak, and unlock its closely guarded secrets.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/493200/header.jpg?t=1667232008,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",Adventure
"My Dream Setup is a simulation game about building the room you've always dreamed of. A huge selection of furniture, computers and their accessories, posters, pictures, plants, and other interior details await you. Try all of them and create your dream setup.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2200780/header.jpg?t=1774698315,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing","Casual, Indie, Simulation"
Best pixel art editor. Simple. Fast. Portable.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1204050/header.jpg?t=1749392931,In-App Purchases,"Animation & Modeling, Design & Illustration, Photo Editing, Game Development"
"Back to the Dawn is a story-rich RPG set in a high-security prison ruled by factions and buried secrets. Investigate two conspiracies from the inside, gather evidence, and outsmart a system designed to silence you. Make friends (or foes) with fellow inmates and with their help, break out of prison.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1735700/4ec07b7ab8091feb176f7ad58b833c52524ffe11/header.jpg?t=1774948075,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Color Alternatives, Adjustable Difficulty, Stereo Sound, Steam Cloud, Family Sharing","Adventure, Indie, RPG, Simulation, Strategy"
"In Reus, you control powerful giants to shape the planet to your will. You can create mountains, oceans, forests and more. Enrich your planet with plants, minerals and animal life. There is only one thing on the planet that you do not control: mankind, with all their virtues and and all their vices.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/222730/header.jpg?t=1730204355,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Indie, Simulation, Strategy"
"In a world where robots have replaced all human jobs, step into the &quot;Job Simulator&quot; to learn what it was like 'to job'.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/448280/header.jpg?t=1710217876,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Captions available, VR Support, SteamVR Collectibles, Family Sharing","Action, Casual, Indie, Simulation"
"The world has been abandoned by its gods and is scarred from the rampage of the Titans. Humanity is struggling to regain strength. You, however, have more pressing concerns: your own life has been shattered and you must set off to reclaim what is lost amidst the darkness spreading throughout the world.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/249230/header.jpg?t=1601972818,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud, Family Sharing",RPG
Real Time Strategy with a high degree of realism. The game is based on a true story.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/485980/header.jpg?t=1774532761,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Indie, Strategy"
"Meteor 60 seconds! is a simple, fun, comic-like action game that simulates your life if there were a meteor heading towards Earth and you had 60 seconds to live. Do anything you want to do with your last 60 seconds, even if it's illegal! What about planting an apple tree?",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/788770/header.jpg?t=1689035903,Single-player,"Action, Casual, Free To Play, Indie, Simulation"
"Ghost of a Tale is an action-RPG game in which you play as Tilo, a mouse and minstrel thrown into a perilous adventure. Through stealth and cunning you’ll be able to explore the secrets of Dwindling Heights Keep and navigate its dangers.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/417290/header.jpg?t=1667033370,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","Action, Adventure, Indie, RPG"
Shuffle your cards and ready your dice - Card Hunter is a fresh new card gaming spin on classic tabletop RPGs. Battle your way through a massive campaign solo or with friends and compete with other players in ranked play and tournaments.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/293260/header.jpg?t=1724143840,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Includes level editor","RPG, Strategy, Free To Play"
"Run, jump and slide to the rhythm of your own music library! In Melody's Escape, advanced audio detection algorithms transcribe the energy that you feel when listening to music into a synchronized gameplay experience, with a captivating and dynamic obstacle course.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/270210/header.jpg?t=1669064914,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Family Sharing",Indie
"KOF 2002 UM is the 2nd title in the UM Series and a fully upgraded ver. of KOF 2002, a masterpiece of the KOF Series deserving its place of honor alongside KOF ’98. Based on THE NESTS CHRONICLES, 2002 UM includes the most characters of any title in the KOF Series, and fighting game history!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/222440/header.jpg?t=1775107293,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Remote Play Together, Family Sharing",Action
"Become a crew member of an Interdimensional Express Train! Discover a new world full of mysterious creatures, enemies and places. Upgrade and customize your train, gather new materials and build better weapons. Play solo or online сo-op with up to 4 people.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1159690/c37f0d9c54c79a8267602beecba728872753f847/header.jpg?t=1771524180,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","Action, Adventure, Indie, RPG, Simulation"
"Command and customize your own capital ships. Take down opponents in thundering, team-based combat. Dreadnought is a free-to-play shooter that puts you at the center of spaceship battles on a colossal scale.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/835860/header.jpg?t=1711147342,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing","Action, Massively Multiplayer"
"KO the gods in the world’s only 3rd-person platform fighter! Become a small-but-mighty god of myth, brawl in all three dimensions, and knock your friends off the map to reign supreme.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1294660/header.jpg?t=1739811739,"Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Family Sharing",Action
Bear and Breakfast is a laid-back management adventure game where you build and run a bed and breakfast...but you’re a bear.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1136370/header.jpg?t=1726580385,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual, RPG, Simulation"
"It's finally here! The survival action game that pits the strong against the weak is finally on PC! Experience all the heart-thumping action with a silky-smooth frame rate and ultra high resolution. How you make the best of the weapons, armor, and items at your disposal will determine your fate in the ever-changing &quot;Tower of Barbs!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/794600/header.jpg?t=1772655611,"Single-player, Steam Achievements, Captions available, In-App Purchases, Partial Controller Support","Action, Free To Play"
Begin a journey in the beautiful world! Build your own town anywhere and explore the myterious lands anytime. Nothing is impossible in the open world: Be a legendary warrior and 5-star chef at the same time!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/361800/header.jpg?t=1612271843,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Family Sharing","Indie, Massively Multiplayer, RPG"
"Become a ragdoll and create your own environments in Sandbox Mode, explore worlds created by others, or just flop around your destructible sets! Fun with Ragdolls®: The Game lets you enjoy everything you love about ragdolls!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1142500/header.jpg?t=1766094629,"Single-player, Includes level editor, Family Sharing","Action, Indie, Simulation"
